raw_index,raw_column_header,category,question_ref,parent_ref,response_type,scope,output_name,notes
95,"PPI05: En su ocupación, ¿el jefe de hogar es o era?",drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
96,PPI06: ¿Cuál es el tipo de vía del acceso principal a la vivienda?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
97,PPI07: El material predominante del piso de la vivienda es:,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
98,PPI08: ¿Cómo elimina este hogar la mayor parte de la basura?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
99,PPI09: ¿De dónde obtiene el agua principalmente este hogar?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
100,PPI10: El servicio de ducha con que cuenta el hogar es:,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
101,PPI01: ¿En qué entidad federativa/estado se encuentra el hogar?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
102,PPI02: ¿Cuántas personas viven en este hogar?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
103,PPI03: ¿Hasta qué grado aprobó en la escuela el jefe de hogar?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
104,PPI04: ¿Hasta qué grado aprobó en la escuela el integrante que más estudió?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
105,PPI05: ¿Esta vivienda tiene regadera?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
106,PPI06: ¿Cómo es el servicio sanitario de esta vivienda?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
107,PPI07: ¿Esta vivienda tiene fregadero?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
108,PPI08: ¿De qué material es la mayor parte del piso de esta vivienda?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
109,PPI09: ¿Este hogar cuenta con automóvil (carro o coche)?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
110,PPI10: ¿Este hogar cuenta con horno de microhondas?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
111,PPI01: ¿En qué dominio se encuentra el hogar?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
112,PPI02: ¿Cuántas personas en total durmieron y comieron durante los últimos 6 meses en el hogar?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
113,PPI03: ¿Sabe leer y escribir el jefe o jefa del hogar?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
114,PPI04: ¿Cuál es el material predominante en la construcción de las paredes?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
115,PPI05: ¿Cuál es el material predominante en el piso?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
116,PPI06: ¿Cuántos cuartos tiene esta vivienda?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
117,PPI07: ¿Cuál es el principal combustible que utilizan para cocinar en este hogar?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
118,PPI08: ¿Su hogar cuenta con refrigeradora?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
119,PPI09: ¿Su hogar cuenta con estufa de 4 hornillas?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
120,PPI10: ¿Su hogar cuenta con carro?,drop_scaffold,,,,,,"PPI (poverty probability index) household questionnaire -- out of scope for this insurance report (see value_coding_map.yaml's scope_of_this_mapping note). Mapped as drop_scaffold, not omitted, so the reconciliation diff tool doesn't treat this large block as unexplained residual on every future LARCO upload."
126,__version__,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
127,_version_,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
128,_version__001,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
129,Enumerator,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
130,Race,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
131,Loan1,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
132,Loan1/1,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
133,Loan1/2,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
134,Loan1/3,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
135,Loan1/4,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
136,Loan1/5,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
137,Loan1/Other,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
138,Loan2,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
139,Loan2/1,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
140,Loan2/2,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
141,Loan2/3,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
142,Loan2/4,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
143,Loan2/Other,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
144,Other_001,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
145,Yes_No2,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
146,Repayment1,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
147,Repayment1/1,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
148,Repayment1/2,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
149,Repayment1/3,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
150,Repayment1/4,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
151,Repayment1/5,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
152,Repayment1/Other,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
153,Other_002,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
154,Repayment2,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
155,Business_Performance1,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
156,Business_Performance2,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
157,Business_Performance3,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
158,Business_Performance4,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
159,Business_Performance4/1,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
160,Business_Performance4/2,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
161,Business_Performance4/3,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
162,Business_Performance4/4,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
163,Business_Performance4/5,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
164,Business_Performance4/Other,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
165,Other_003,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
166,Impact_Outcomes1,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
167,Impact_Outcomes2,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
168,Yes_No3,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
169,Impact_Outcomes3,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
170,Impact_Outcomes4,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
171,Impact_Outcomes5,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
172,Impact_Outcomes5/1,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
173,Impact_Outcomes5/2,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
174,Impact_Outcomes5/3,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
175,Impact_Outcomes5/4,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
176,Impact_Outcomes5/5,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
177,Impact_Outcomes5/6,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
178,Impact_Outcomes5/7,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
179,Impact_Outcomes5/8,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
180,Impact_Outcomes5/Other,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
181,Other_004,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
182,Participant_Feedback1,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
183,Participant_Feedback2,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
184,Participant_Feedback2/1,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
185,Participant_Feedback2/2,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
186,Participant_Feedback2/3,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
187,Participant_Feedback2/4,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
188,Participant_Feedback2/5,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
189,Participant_Feedback2/6,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
190,Participant_Feedback2/Other,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
191,Other_005,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
192,On_a_scale_of_1_to_1_end_to_family_member,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
193,Suggestions,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
194,Additional_Questions1,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
195,Additional_Questions2,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
196,Additional_Questions3,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
197,Elaboration,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
198,Yes_No4,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
199,Elaborate,drop_system,,,,,,"Unused scaffold field, 0% filled in this export -- appears to be left over from a broader KoBo form template, not real survey content. Mapped as drop_system for the same reconciliation-diff reason as the PPI block."
